Count,ID,Name,Standort,Kaltmiete,Warmmiete,Wohnfläche,Zimmer,Baujahr,Merkmale,Features,Beschreibung,Lage,PLZ,Bezirke,Balkon,Breitengrad,Längengrad,,,,,,,
10,"Online-ID: 2ZZJB42, Referenznummer: 10-03245-1002-G",Rollstuhlgerechte Neubauwohnung mit WBS zu vermieten! | Wohnungen Berlin (2ZZJB42),"12629 Berlin (Hellersdorf), Havelländer Ring 34",377,549.47,58,2,2021,"Terrasse, Kelleranteil, barrierefrei, rollstuhlgerecht, Personenaufzug","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: Erdgeschoss (Erdgeschoss)</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Bad mit Dusche </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Terrasse </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> rollstuhlgerecht, barrierefrei </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Weitere Räume: Kelleranteil </li>","1 Stellplatz, Miete: 40,00 EUR,Nettokaltmiete: 377,00 EUR,Süd-östlich des Havelländer Rings wurden fünf Häuser errichtet. Zwei davon mit  fünf Vollgeschossen mit Staffelgeschoss, die anderen drei Wohnhäuser mit drei Vollgeschossen und ebenfalls einem Staffelgeschoss.  Alle Wohnungen in den Obergeschossen der Gebäude werden mit einem Balkon bzw. mit einer Terrasse ausgestattet. Die Wohnungen im Erdgeschoss erhalten einen Garten mit einer dem Wohnbereich zugeordneten Terrasse. Es werden allen Mieter*innen Kellerräume zur Verfügung stehen.,Die Fassaden der Wohnhäuser erhalten auf beiden Bauflächen zwei unterschiedliche Gestaltungen: jeweils eine streng strukturierte Fassade mit großzügigen, dreiteiligen Fensterelementen, an der auch die Balkone angeordnet sind, und spielerisch komponierte Lochfassaden mit unterschiedlich großen Einzelfenstern.,Die Freianlagenkonzeption sieht für beide Bauflächen zum einen öffentlich zugängliche Nachbarschaftsgärten mit Spiel- und Aufenthaltsangeboten vor, zum Anderen private Hochgärten als Erweiterungen der Erdgeschosswohnungen. Die Terrassen der Hochgärten sind immer barrierefrei an die Wohnungen angeschlossen und befinden sich dadurch etwa 75 cm über dem Niveau der Nachbarschaftsgärten. Weiterhin stehen für alle Mieter*innen sowohl Außen als auch Innen zahlreiche Fahrradstellplätze bereit.,Voraussichtlich ab Anfang 2022 wird auch die Quartiersgarage fertiggestellt sein, wo Sie die Möglichkeit haben, sich für einen PKW-Stellplatz für 65€/mtl. zu bewerben. Diese befindet sich ca. 5 Gehminuten vom Grundstück entfernt.  Auf dem Gelände selbst wird es fünf behindertengerechte Stellplätze für 45€/mtl. geben. ,Sträucher-, Busch-, Stauden- und Gräserpflanzungen bilden neben den Baumpflanzungen das Kerngestaltungselement der Außenanlagen. Zusätzlich werden alle Gebäudedächer mit extensiver Dachbegrünung ausgeführt.,Anzahl Terrassen: 1","An der östlichen Berliner Stadtgrenze gelegen entstehen 134 neue moderne Mietwohnungen. ,Die Nähe zum grünen Brandenburg und zu dem beliebten Ausflugsziel Gärten der Welt sind nur wenige Highlights, die der Bezirk Marzahn-Hellersdorf zu bieten hat.,Ganz in der Nähe befinden sich sowohl der Teupitzer Park sowie auch der Wiesenpark mit der bekanntenn Wuhle.,Kurze Wege zu vielfältigen Einkaufsmöglichkeiten, u.a. dem Kaufpark Eiche und eine sehr gute Anbindung an das öffentliche Verkehrsnetz, ermöglichen es innerhalb kürzester Zeit im Stadtkern zu sein. Desweiteren ist die A10 / AS Marzahn in ca. 20 Autominuten zu erreichen.",12629,Marzahn-Hellersdorf,FALSE,,,,,,,,,
11,"Online-ID: 2YAQY4X, Referenznummer: MV-ZDK858",NEUES STUDENTENAPARTMENT NAHE HTW CAMPUS: Möblierte WG Zimmer mit ALL-IN-MIETE | Apartment Berlin (2YAQY4X),"12459 Berlin (Oberschöneweide), Ostendstraße 27",389,489,12,1,2017,"barrierefrei, Personenaufzug, Einbauküche, Zentralheizung, WG geeignet","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Apartment</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: 4. Geschoss</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Bezug: 15.04.2021</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Einbauküche </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> WG-geeignet, barrierefrei </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Ausstattung: neuwertig, Standard </li>","+ Dein möbliertes WG-Zimmer mit:,- Bett,- Kleiderschrank,- Garderobe & Spiegel,- Schreibtisch mit Bürostuhl,- Ablage- und Sitzflächen,- Bilderleisten,- Tiefes Fenster mit Sitzmöglichkeit,+ Gemeinschaftsnutzung in deiner Wohnung:,- Wohnküche mit Sitzecke,-","Berlin-Oberschöneweide: Dein Kiez um die Ostendstraße,Dein Apartment liegt in zentrale Lage, fußläufig zu den umliegenden Universitäten (Hochschule für Technik & Wirtschaft, Humboldt Universität zu Berlin, Hochschule für Schauspielkunst Ernst Busch) mit direkter Anbindung an den öffentlichen Nahverkehr. In ca. 40 Minuten bist du mit der Bahn im Zentrum von Berlin angekommen und genießt alle Vorzüge der pulsierenden Metropole.,Für Sport- und Freizeitaktivitäten im Umkreis, kannst du dich abgesehen von der direkten Lage an der Spree, auch über den Kletterwald und die Schwimmhalle freuen. Cafés, Fitnessstudios und Geschäfte für den täglichen Bedarf erreichst du in wenigen Gehminuten.",12459,Treptow-Köpenick,FALSE,52.45793102,13.53222895,,,,,,,
12,"Online-ID: 2YLBH4B, Referenznummer: 10-03239-1170-G",Sonnige Seniorenwohnung mit WBS - Erstbezug im Neubau - Rundumservice | Wohnungen Berlin (2YLBH4B),"12619 Berlin (Kaulsdorf), Gadebuscher Straße 25",397.15,589.21,61.1,2,2020,"Balkon, Kelleranteil, barrierefrei, seniorengerechtes Wohnen, Personenaufzug","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: Erdgeschoss (Erdgeschoss)</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Bad mit Dusche </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Balkon </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> seniorengerechtes Wohnen, barrierefrei </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Weitere Räume: Kelleranteil </li>","1 Stellplatz, Miete: 35,00 EUR,Nettokaltmiete: 397,15 EUR,Die 334 neu erbauten Wohnungen verteilen sich auf vier Wohnhäuser und sind mit modernen Bädern, größtenteils offenen Wohnküchen, CV-Bodenbelag, Fußbodenheizung und Terrassen/Balkonen ausgestattet. Alle Häuser verfügen über einen Aufzug. Nutzen Sie auch die Möglichkeit einen eigenen PKW-Stellplatz anzumieten. Es stehen noch einige wenige Stellplätze für 35€/mtl. zur Anmietung zur Verfügung!,Hier steht generationsübergreifendes Wohnen im Mittelpunkt: 157 Wohnungen sind speziell für Senioren/Seniorinnen konzipiert, mit zusätzlichem Serviceangebot. Hierzu ist eine Servicepauschale von 26,62 EUR pro Monat inkl. MwSt. bereits in der Miete enthalten.,Gesamtgebäudefläche: mehr als 1000 qm,Egal, ob anspruchsvoller Neubau mit bester Energiebilanz oder Gründerzeithaus, gemütliche Bleibe der 20er/30er Jahre, Mehrfamilienhaus oder geräumige Altbau-WG - bei der GESOBAU bleiben keine Wünsche offen. Wir helfen Ihnen bei der Wohnungssuche in Berlin und bieten attraktiven Wohnkomfort für Familien, Singles, Senioren, Studierende, ältere und junge Paare. Garantiert ist auch für Ihren Geschmack etwas dabei.,Weitere Informationen und Angebote finden Sie auch unter www.gesobau.de.,Anzahl Balkone: 1","Sie finden hier alle Vorteile eines gewachsenen Stadtteils. Die sehr gut ausgebaute Infrastruktur bietet Ihnen diverse Einkaufsmöglichkeiten, Ärzte, Apotheken sowie ein vielfältiges kulturelles Angebot. Auch Kitas und Schulen sind in der näheren Umgebung angesiedelt. In 30 Minuten erreichen Sie mit dem Auto den Alexanderplatz, Haltestellen des ÖPNV´s (U-Bahnlinie 5, S-Bahnlinie 5, diverse Buslinien und Nachtbusse) sind in wenigen Gehminuten erreichbar.,Durch die fußläufige Lage zum Wuhle-Naturschutzgebiet mit Parks sowie den Gärten der Welt, beginnt die Natur direkt vor Ihrer Haustür.",12619,Marzahn-Hellersdorf,TRUE,,,,,,,,,
13,"Online-ID: 2Y98Q4V, Referenznummer: MV-UUL565","Studierende, Azubis & Praktikanten aufgepasst: möbliertes, neues Zimmer in Gemeinschaftsapartments am HTW-Campus Oberschöneweide | Apartment Berlin (2Y98Q4V)","12459 Berlin (Oberschöneweide), Ostendstraße 27",399,499,15.08,1,2018,"Garten, Personenaufzug, Einbauküche, Zentralheizung, WG geeignet","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Apartment</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: 1. Geschoss</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Bezug: 15.04.2021</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Garten </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Einbauküche </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> WG-geeignet </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Ausstattung: neuwertig, Standard </li>","+ Dein möbliertes WG-Zimmer mit:,- Bett,- Kleiderschrank,- Garderobe & Spiegel,- Schreibtisch mit Bürostuhl,- Ablage- und Sitzflächen,- Bilderleisten,- Tiefes Fenster mit Sitzmöglichkeit,+ Gemeinschaftsnutzung in deiner Wohnung:,- Wohnküche mit Sitzecke,-","Berlin-Oberschöneweide: Dein Kiez um die Ostendstraße,Dein Apartment liegt in zentrale Lage, fußläufig zu den umliegenden Universitäten (Hochschule für Technik & Wirtschaft, Humboldt Universität zu Berlin, Hochschule für Schauspielkunst Ernst Busch) mit direkter Anbindung an den öffentlichen Nahverkehr. In ca. 40 Minuten bist du mit der Bahn im Zentrum von Berlin angekommen und genießt alle Vorzüge der pulsierenden Metropole.,Für Sport- und Freizeitaktivitäten im Umkreis, kannst du dich abgesehen von der direkten Lage an der Spree, auch über den Kletterwald und die Schwimmhalle freuen. Cafés, Fitnessstudios und Geschäfte für den täglichen Bedarf erreichst du in wenigen Gehminuten.",12459,Treptow-Köpenick,FALSE,52.45793102,13.53222895,,,,,,,
16,"Online-ID: 2YM7Q4V, Referenznummer: MV-OWP257","*ZUHAUSE FÜR STUDIERENDE* WG-Zimmer mit All-In-Miete, Paketstation, Fahrradgarage und weitere Extras. | Apartment Berlin (2YM7Q4V)","12459 Berlin (Oberschöneweide), Ostendstraße 27",419,519,16.95,1,2018,"Garten, Personenaufzug, Einbauküche, Zentralheizung, WG geeignet","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Apartment</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: 3. Geschoss</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Bezug: 15.04.2021</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Garten </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Einbauküche </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> WG-geeignet </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Ausstattung: neuwertig, Standard </li>","+ Dein möbliertes WG-Zimmer mit: ,- Bett,- Kleiderschrank,- Garderobe & Spiegel,- Schreibtisch mit Bürostuhl,- Ablage- und Sitzflächen,- Bilderleisten,- Tiefes Fenster mit Sitzmöglichkeit,+ Gemeinschaftsnutzung in deiner Wohnung:,- Wohnküche mit Sitzecke,","Berlin-Oberschöneweide: Dein Kiez um die Ostendstraße,Dein Apartment liegt in zentrale Lage, fußläufig zu den umliegenden Universitäten (Hochschule für Technik & Wirtschaft, Humboldt Universität zu Berlin, Hochschule für Schauspielkunst Ernst Busch) mit direkter Anbindung an den öffentlichen Nahverkehr. In ca. 40 Minuten bist du mit der Bahn im Zentrum von Berlin angekommen und genießt alle Vorzüge der pulsierenden Metropole. ,Für Sport- und Freizeitaktivitäten im Umkreis, kannst du dich abgesehen von der direkten Lage an der Spree, auch über den Kletterwald und die Schwimmhalle freuen. Cafés, Fitnessstudios und Geschäfte für den täglichen Bedarf erreichst du in wenigen Gehminuten.",12459,Treptow-Köpenick,FALSE,52.45793102,13.53222895,,,,,,,
17,"Online-ID: 2Z59546, Referenznummer: 10-03239-1120-G",Zeit in der Gemeinschaft - Gut geschnittene Seniorenwohnung | Etagenwohnung Berlin (2Z59546),"12619 Berlin (Kaulsdorf), Lion-Feuchtwanger-Straße 21",427.31,577,45.17,1,2020,"Balkon, Kelleranteil, barrierefrei, seniorengerechtes Wohnen, Personenaufzug","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Etagenwohnung</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: 4. Geschoss</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Bad mit Dusche </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Balkon </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> seniorengerechtes Wohnen, barrierefrei </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Weitere Räume: Kelleranteil </li>","1 Stellplatz, Miete: 35,00 EUR,Nettokaltmiete: 427,31 EUR,Die 334 neu erbauten Wohnungen verteilen sich auf vier Wohnhäuser und sind mit modernen Bädern, größtenteils offenen Wohnküchen, CV-Bodenbelag, Fußbodenheizung und Terrassen/Balkonen ausgestattet. Alle Häuser verfügen über einen Aufzug. Nutzen Sie auch die Möglichkeit einen eigenen PKW-Stellplatz anzumieten. Es stehen noch einige wenige Stellplätze für 35€/mtl. zur Anmietung zur Verfügung!,Hier steht generationsübergreifendes Wohnen im Mittelpunkt: 157 Wohnungen sind speziell für Senioren/Seniorinnen konzipiert mit zusätzlichem Serviceangebot. Hierzu ist eine Servicepauschale von 26,62 EUR pro Monat inkl. MwSt. bereits in der Miete enthalten.,Schauen Sie sich gern vorab über den Link https://gesobaurundgang.de/S1a/index.htm virtuell eine 1-Zimmer-Seniorenwohnung an. Nutzen Sie auch die Möblierungsbuttons, um sich die Wohnung möbliert anzeigen zu lassen.,Gesamtgebäudefläche: mehr als 1000 qm,Egal, ob anspruchsvoller Neubau mit bester Energiebilanz oder Gründerzeithaus, gemütliche Bleibe der 20er/30er Jahre, Mehrfamilienhaus oder geräumige Altbau-WG - bei der GESOBAU bleiben keine Wünsche offen. Wir helfen Ihnen bei der Wohnungssuche in Berlin und bieten attraktiven Wohnkomfort für Familien, Singles, Senioren, Studierende, ältere und junge Paare. Garantiert ist auch für Ihren Geschmack etwas dabei.,Weitere Informationen und Angebote finden Sie auch unter www.gesobau.de.,Anzahl Balkone: 1","Sie finden hier alle Vorteile eines gewachsenen Stadtteils. Die sehr gut ausgebaute Infrastruktur bietet Ihnen diverse Einkaufsmöglichkeiten, Ärzte, Apotheken sowie ein vielfältiges kulturelles Angebot. Auch Kitas und Schulen sind in der näheren Umgebung angesiedelt. In 30 Minuten erreichen Sie mit dem Auto den Alexanderplatz, Haltestellen des ÖPNV´s (U-Bahnlinie 5, S-Bahnlinie 5, diverse Buslinien und Nachtbusse) sind in wenigen Gehminuten erreichbar.,Durch die fußläufige Lage zum Wuhle-Naturschutzgebiet mit Parks sowie den Gärten der Welt, beginnt die Natur direkt vor Ihrer Haustür.",12619,Marzahn-Hellersdorf,TRUE,,,,,,,,,
18,"Online-ID: 2YL574J, Referenznummer: 10-00855-0259-G",Schöne 1-Zimmer-Wohnung ab 55 Jahre | Etagenwohnung Berlin (2YL574J),"13435 Berlin (Märkisches Viertel), Senftenberger Ring 47A",440.72,572.88,42.83,1,2021,"Balkon, Kelleranteil, barrierefrei, seniorengerechtes Wohnen, Personenaufzug","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Etagenwohnung</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: 6. Geschoss</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Bad mit Dusche </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Balkon </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> seniorengerechtes Wohnen, barrierefrei </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Weitere Räume: Kelleranteil </li>","Bei den sechs Gebäuden handelt es sich um paarweise angeordnete drei- (plus Staffelgeschoss), sieben- und achtgeschossige Häuser. Die Umgebung der Häuser ist geprägt durch gemeinschaftliche Begegnungsräume auf einem Campus-ähnlichen Areal. Auch das Wohnen in den Gebäuden ist generationenübergreifend angelegt,Nettokaltmiete: 440,72 EUR,Anzahl Balkone: 1","Insgesamt sind mehrere Spiel- und Sportbereiche geplant, die Bewegungsmöglichkeiten für alle bieten: vom Kleinkind bis ins hohe Erwachsenenalter. Zudem ist eine Kindertagesstätte für bis zu 120 Kinder mit großzügigem Außenbereich vorgesehen. Auf dem Gelände entstehen insgesamt 50 barrierefreie Senior*innenwohnungen, von denen fünf zur uneingeschränkten Rollstuhlnutzung ausgelegt sind. Es handelt sich bei den Senior*innenwohnungen um 1- bis 3-Zimmer-Wohnungen. Daneben entsteht auf dem Gelände eine Mischung aus aus 1- bis 5-Zimmer-Wohnungen.,Es sind Abstellflächen für Fahrräder, Rollatoren und Kinderwagen eingeplant. Durch die Lage mitten im Märkischen Viertel sind Orte für den täglichen Bedarf wie Ladenzeilen, Arztzentren oder Parks gut zu erreichen, teilweise fußläufig.",13435,Reinickendorf,TRUE,52.60613738,13.35763178,,,,,,,
19,"Online-ID: 2ZNEX42, Referenznummer: 50/319/11/1/5",Apartment für Singles! | Etagenwohnung Berlin (2ZNEX42),"12627 Berlin (Hellersdorf), Stendaler Str. 55",449,541,35.69,1,1985,"Balkon, Bad mit Wanne, Kelleranteil, Personenaufzug","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Etagenwohnung</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: 2. Geschoss</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Bezug: sofort</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Bad mit Wanne </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Balkon </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Böden: Linoleum </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Zustand: gepflegt </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Weitere Räume: Kelleranteil </li>","- Balkon,- PVC  in den Räumen,- Küche mit Fenster,- Anschlüsse für Waschmaschine und Geschirrspüler,- modern gefliestes Wannenbad,- Kabelanschluss,- Aufzug,- Mieterkeller ,- PKW Stellplätze separat anmietbar,*Besichtigungstermine werden nur auf Anfrage üb","Die angebotene Wohnung befindet sich am östlichen Stadtrand Berlins, im Bezirk Hellersdorf. Die Infrastruktur ist optimal, mehrere Bus- und Tramlinien, sowie der U-Bahnhof Hellersdorf (U 5) sind bequem zu Fuß zu erreichen. Mit 170 Geschäften bietet das Einkaufszentrum Helle Mitte beste Shopping-Möglichkeiten, darüber hinaus befinden sich Rathaus, Bürgeramt, Arbeitsagentur und ein Ärztezentrum vor Ort. Durch zahlreiche Schulen, Kindergärten und Spielplätze ist das Wohngebiet auch bei Familien sehr beliebt. Ein Multiplex-Kino und ein Hotel runden das umfangreiche Vorort-Angebot ab.,Mit dem PKW gelangt man in ca. zehn Minuten auf den Berliner Ring, und auch das erholsame Umland in Brandenburg ist von diesem Standort schnell zu erreichen. Über die gut ausgebaute Landsberger Allee gelangt man in weniger als einer halben Stunde in die Berliner Innenstadt.",12627,Marzahn-Hellersdorf,TRUE,,,,,,,,,
20,"Online-ID: 2ZMEX42, Referenznummer: 50/319/16/6/64",Single-Apartment in Hellersdorf! | Etagenwohnung Berlin (2ZMEX42),"12627 Berlin (Hellersdorf), Kastanienallee 90",449,538,34.38,1,1985,"Balkon, Bad mit Wanne, Kelleranteil, Personenaufzug","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Etagenwohnung</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: 1. Geschoss</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Bezug: sofort</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Bad mit Wanne </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Balkon </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Böden: Linoleum </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Zustand: gepflegt </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Weitere Räume: Kelleranteil </li>","- verglaster Balkon,- PVC  in den Räumen,- Küche mit Fenster,- Anschlüsse für Waschmaschine und Geschirrspüler,- modern gefliestes Wannenbad,- Kabelanschluss,- Aufzug,- Mieterkeller ,- PKW Stellplätze separat anmietbar,*Besichtigungstermine werden nur auf","Die angebotene Wohnung befindet sich am östlichen Stadtrand Berlins gelegen, im Bezirk Hellersdorf. Die Infrastruktur ist optimal, mehrere Bus- und Tramlinien, sowie der U-Bahnhof Hellersdorf (U 5) sind bequem zu Fuß zu erreichen. Mit 170 Geschäften bietet das Einkaufszentrum Helle Mitte beste Shopping-Möglichkeiten, darüber hinaus befinden sich Rathaus, Bürgeramt, Arbeitsagentur und ein Ärztezentrum vor Ort. Durch zahlreiche Schulen, Kindergärten und Spielplätze ist das Wohngebiet auch bei Familien sehr beliebt. Ein Multiplex-Kino und ein Hotel runden das umfangreiche Vorort-Angebot ab.,Mit dem PKW gelangt man in ca. zehn Minuten auf den Berliner Ring, und auch das erholsame Umland in Brandenburg ist von diesem Standort schnell zu erreichen. Über die gut ausgebaute Landsberger Allee gelangt man in weniger als einer halben Stunde in die Berliner Innenstadt.",12627,Marzahn-Hellersdorf,TRUE,,,,,,,,,
21,"Online-ID: 2ZLEX42, Referenznummer: 50/319/11/4/57",Single-Apartment mit Dusche! | Etagenwohnung Berlin (2ZLEX42),"12627 Berlin (Hellersdorf), Stendaler Str. 63",449,538,34.38,1,1985,"Balkon, Kelleranteil, Personenaufzug","<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Etagenwohnung</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Wohnungslage: 5. Geschoss</li>,<li _ngcontent-serverapp-c66="""" class=""ng-star-inserted"">Bezug: sofort</li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Bad mit Dusche </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Balkon </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Böden: Linoleum </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Zustand: gepflegt </li>,<li _ngcontent-serverapp-c66="""" class=""checked ng-star-inserted""> Weitere Räume: Kelleranteil </li>","- Balkon,- PVC  in den Räumen,- Küche mit Fenster,- Anschlüsse für Waschmaschine und Geschirrspüler,- modern gefliestes Duschbad,- Kabelanschluss,- Aufzug,- Mieterkeller ,- PKW Stellplätze separat anmietbar,*Besichtigungstermine werden nur auf Anfrage übe","Die angebotene Wohnung befindet sich am östlichen Stadtrand Berlins, im Bezirk Hellersdorf. Die Infrastruktur ist optimal, mehrere Bus- und Tramlinien, sowie der U-Bahnhof Hellersdorf (U 5) sind bequem zu Fuß zu erreichen. Mit 170 Geschäften bietet das Einkaufszentrum Helle Mitte beste Shopping-Möglichkeiten, darüber hinaus befinden sich Rathaus, Bürgeramt, Arbeitsagentur und ein Ärztezentrum vor Ort. Durch zahlreiche Schulen, Kindergärten und Spielplätze ist das Wohngebiet auch bei Familien sehr beliebt. Ein Multiplex-Kino und ein Hotel runden das umfangreiche Vorort-Angebot ab.,Mit dem PKW gelangt man in ca. zehn Minuten auf den Berliner Ring, und auch das erholsame Umland in Brandenburg ist von diesem Standort schnell zu erreichen. Über die gut ausgebaute Landsberger Allee gelangt man in weniger als einer halben Stunde in die Berliner Innenstadt.",12627,Marzahn-Hellersdorf,TRUE,,,,,,,,,
